oid,relname,relkind,size,size_pretty
16411,customer,r,43622694912,41 GB
16443,customer_i1,i,2154291200,2054 MB
16458,customer_i2,i,4096614400,3907 MB
16416,district,r,350806016,335 MB
16441,district_i1,i,10076160,9840 kB
16419,history,r,8608137216,8209 MB
16422,item,r,10665984,10 MB
16444,item_i1,i,2260992,2208 kB
16425,new_order,r,1382678528,1319 MB
16446,new_order_i1,i,1194450944,1139 MB
16428,order_line,r,124075180032,116 GB
16445,order_line_i1,i,44586704896,42 GB
16431,orders,r,7471022080,7125 MB
16442,orders_i1,i,4499341312,4291 MB
16456,orders_i2,i,4517011456,4308 MB
16434,stock,r,83984334848,78 GB
16447,stock_i1,i,5479809024,5226 MB
16437,warehouse,r,268738560,256 MB
16440,warehouse_i1,i,729088,712 kB
