oid,relname,relkind,size,size_pretty
16411,customer,r,43676409856,41 GB
16440,customer_i1,i,2038595584,1944 MB
16442,customer_i2,i,4052254720,3865 MB
16416,district,r,127475712,122 MB
16444,district_i1,i,12107776,12 MB
16419,history,r,9676824576,9229 MB
16422,item,r,10665984,10 MB
16446,item_i1,i,2260992,2208 kB
16425,new_order,r,1300234240,1240 MB
16448,new_order_i1,i,1193271296,1138 MB
16428,order_line,r,138610900992,129 GB
16450,order_line_i1,i,49879572480,46 GB
16431,orders,r,8239931392,7858 MB
16452,orders_i1,i,4919730176,4692 MB
16454,orders_i2,i,4975083520,4745 MB
16434,stock,r,83531431936,78 GB
16456,stock_i1,i,5434171392,5182 MB
16437,warehouse,r,286400512,273 MB
16458,warehouse_i1,i,942080,920 kB
