oid,relname,relkind,size,size_pretty
16410,customer,r,42210107392,39 GB
16439,customer_i1,i,1899978752,1812 MB
16455,customer_i2,i,3495387136,3333 MB
16415,district,r,176390144,168 MB
16441,district_i1,i,5398528,5272 kB
16418,history,r,9977446400,9515 MB
16421,item,r,10665984,10 MB
16443,item_i1,i,2260992,2208 kB
16424,new_order,r,1244045312,1186 MB
16445,new_order_i1,i,1099808768,1049 MB
16427,order_line,r,133731057664,125 GB
16447,order_line_i1,i,53056921600,49 GB
16430,orders,r,8367939584,7980 MB
16449,orders_i1,i,4941168640,4712 MB
16456,orders_i2,i,5174337536,4935 MB
16433,stock,r,77402783744,72 GB
16451,stock_i1,i,4646928384,4432 MB
16436,warehouse,r,81158144,77 MB
16453,warehouse_i1,i,532480,520 kB
