oid,relname,relkind,size,size_pretty
16411,customer,r,43274436608,40 GB
16441,customer_i1,i,2199216128,2097 MB
16458,customer_i2,i,4016668672,3831 MB
16416,district,r,88891392,85 MB
16442,district_i1,i,18620416,18 MB
16419,history,r,9598976000,9154 MB
16422,item,r,10665984,10 MB
16440,item_i1,i,2260992,2208 kB
16425,new_order,r,1293901824,1234 MB
16443,new_order_i1,i,1142816768,1090 MB
16428,order_line,r,135074971648,126 GB
16445,order_line_i1,i,48171646976,45 GB
16431,orders,r,7962664960,7594 MB
16456,orders_i1,i,4695760896,4478 MB
16446,orders_i2,i,4890345472,4664 MB
16434,stock,r,82715328512,77 GB
16447,stock_i1,i,5457444864,5205 MB
16437,warehouse,r,110682112,106 MB
16444,warehouse_i1,i,1531904,1496 kB
