oid,relname,relkind,size,size_pretty
16406,customer,r,43991654400,41 GB
16463,customer_i1,i,2308931584,2202 MB
16453,customer_i2,i,4729528320,4510 MB
16411,district,r,526131200,502 MB
16450,district_i1,i,44326912,42 MB
16416,history,r,10129915904,9661 MB
16421,item,r,11051008,11 MB
16448,item_i1,i,2260992,2208 kB
16426,new_order,r,1239932928,1182 MB
16451,new_order_i1,i,1509146624,1439 MB
16431,order_line,r,146231689216,136 GB
16454,order_line_i1,i,62332755968,58 GB
16436,orders,r,8873631744,8463 MB
16461,orders_i1,i,5099143168,4863 MB
16447,orders_i2,i,5753118720,5487 MB
16441,stock,r,85065400320,79 GB
16452,stock_i1,i,6311870464,6019 MB
16444,warehouse,r,197771264,189 MB
16449,warehouse_i1,i,4128768,4032 kB
