oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16434,customer_i1,i,1922449408,62212332,1493095968,77.67,2103366,50480784,2.63,95450588,4.97
16450,customer_i2,i,3702898688,62327494,2960828232,79.96,2383229,113373760,3.06,303591168,8.2
16436,district_i1,i,18513920,20000,320000,1.73,0,0,0,17896084,96.66
16438,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16440,new_order_i1,i,949870592,18182812,436387488,45.94,0,0,0,430872644,45.36
16442,order_line_i1,i,52119846912,1377758244,33066197856,63.44,8630865,207140760,0.4,12536183616,24.05
16444,orders_i1,i,5050277888,118388015,2841312360,56.26,0,0,0,1666448248,33
16451,orders_i2,i,5036032000,118388014,2841312336,56.42,1,24,0,1651884904,32.8
16446,stock_i1,i,4699815936,203503574,3256057184,69.28,6975795,111612720,2.37,437482848,9.31
16448,warehouse_i1,i,1196032,2000,32000,2.68,0,0,0,1130452,94.52
16404,customer,r,41871622144,60000000,35194086583,84.05,2436117,1449687603,3.46,4509141036,10.77
16410,district,r,61300736,20000,2288279,3.73,0,0,0,56389004,91.99
16413,history,r,9330524160,117650818,8396026073,89.98,0,0,0,39837820,0.43
16416,item,r,10633216,100000,9786945,92.04,0,0,0,57844,0.54
16419,new_order,r,1173471232,18182812,618215608,52.68,0,0,0,325478948,27.74
16422,order_line,r,128987209728,1176433647,100411118602,77.85,68644695,5899853352,4.57,11986952428,9.29
16425,orders,r,8020795392,117639618,6080894512,75.81,160758,8073380,0.1,695745132,8.67
16428,stock,r,76551790592,200000000,66181729614,86.45,11014578,3645361526,4.76,4591987248,6
16431,warehouse,r,29466624,2000,218158,0.74,0,0,0,28049864,95.19
