relid,schemaname,relname,seq_scan,seq_tup_read,idx_scan,idx_tup_fetch,n_tup_ins,n_tup_upd,n_tup_del,n_tup_hot_upd,n_live_tup,n_dead_tup,n_mod_since_analyze,last_vacuum,last_autovacuum,last_analyze,last_autoanalyze,vacuum_count,autovacuum_count,analyze_count,autoanalyze_count
3541,pg_catalog,pg_range,0,0,530,0,0,0,0,0,6,0,0,2020-11-09 13:17:23.586888+00,2020-11-09 17:58:39.983134+00,2020-11-09 13:17:11.01735+00,,1,1,1,0
3600,pg_catalog,pg_ts_dict,0,0,0,0,0,0,0,0,23,0,0,2020-11-09 13:17:23.564453+00,2020-11-09 17:58:39.80959+00,2020-11-09 13:17:11.016316+00,,1,1,1,0
3764,pg_catalog,pg_ts_template,0,0,0,0,0,0,0,0,5,0,0,2020-11-09 13:17:23.586783+00,2020-11-09 17:58:39.83709+00,2020-11-09 13:17:11.017329+00,,1,1,1,0
1213,pg_catalog,pg_tablespace,210,419,3068,2264,0,0,0,0,2,0,0,2020-11-09 13:17:23.561927+00,2020-11-09 17:58:39.722162+00,2020-11-09 13:17:11.014922+00,,3,3,3,0
1259,pg_catalog,pg_class,1701,476752,1640352,1640740,22,14,0,14,408,0,0,2020-11-09 13:17:23.527759+00,2020-11-09 17:58:39.378906+00,2020-11-09 13:17:11.008566+00,,1,1,1,0
2617,pg_catalog,pg_operator,0,0,35834,137423,0,0,0,0,778,0,0,2020-11-09 13:17:23.549189+00,2020-11-09 17:58:39.439415+00,2020-11-09 13:17:11.006714+00,,1,1,1,0
2603,pg_catalog,pg_amproc,20,50,9850,16546,0,0,0,0,449,0,0,2020-11-09 13:17:23.552333+00,2020-11-09 17:58:39.506262+00,2020-11-09 13:17:11.011237+00,,1,1,1,0
2336,pg_toast,pg_toast_2620,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 13:17:23.592012+00,2020-11-09 17:58:40.353704+00,,,1,1,0,0
2609,pg_catalog,pg_description,0,0,7,2,4,2,0,2,4557,0,1,2020-11-09 13:17:23.524477+00,2020-11-09 17:58:39.61703+00,2020-11-09 13:17:11.004309+00,,1,1,1,0
2611,pg_catalog,pg_inherits,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 13:17:23.594081+00,2020-11-09 17:58:39.415396+00,2020-11-09 13:17:11.018513+00,,1,1,1,0
16428,public,stock,4,400000000,2006827217,2004801808,200000000,501232065,0,481331197,199189318,32461017,118859754,2020-11-09 13:34:29.178768+00,,2020-11-09 13:17:12.020126+00,2020-11-09 17:47:52.17319+00,1,0,1,13
4143,pg_toast,pg_toast_826,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 13:17:23.59108+00,2020-11-09 17:58:40.162802+00,,,1,1,0,0
