oid,relname,relkind,size,size_pretty
16417,customer,r,43544231936,41 GB
16446,customer_i1,i,2098053120,2001 MB
16448,customer_i2,i,4018511872,3832 MB
16422,district,r,100024320,95 MB
16450,district_i1,i,13500416,13 MB
16425,history,r,10048823296,9583 MB
16428,item,r,10665984,10 MB
16452,item_i1,i,2260992,2208 kB
16431,new_order,r,1352032256,1289 MB
16454,new_order_i1,i,1075060736,1025 MB
16434,order_line,r,143532285952,134 GB
16456,order_line_i1,i,51348742144,48 GB
16437,orders,r,7967244288,7598 MB
16458,orders_i1,i,5013929984,4782 MB
16460,orders_i2,i,4923572224,4695 MB
16440,stock,r,82996068352,77 GB
16462,stock_i1,i,5498667008,5244 MB
16443,warehouse,r,44974080,43 MB
16464,warehouse_i1,i,1163264,1136 kB
