oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16422,customer_i1,i,1893064704,60374045,1448978824,76.54,244029,5856992,0.31,169855268,8.97
16438,customer_i2,i,3494821888,60365442,2867751080,82.06,232971,11091880,0.32,309554664,8.86
16424,district_i1,i,3629056,20000,320000,8.82,0,0,0,3168212,87.3
16426,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16428,new_order_i1,i,1078722560,18293740,439049760,40.7,2248481,53963544,5,492490728,45.65
16430,order_line_i1,i,59033329664,1510469778,37571590912,63.64,4367032,104824360,0.18,14424458264,24.43
16432,orders_i1,i,5192933376,142663725,3439523048,66.23,0,0,0,1111782520,21.41
16439,orders_i2,i,5621792768,143590176,3446937968,61.31,2,48,0,1522514564,27.08
16434,stock_i1,i,4492427264,201650184,3226464616,71.82,614848,9840368,0.22,396245532,8.82
16436,warehouse_i1,i,385024,2000,32000,8.31,0,0,0,325780,84.61
16392,customer,r,41137364992,60000000,35251275722,85.69,1617262,962651320,2.34,4215733568,10.25
16398,district,r,216883200,20000,2289298,1.06,0,0,0,206012516,94.99
16401,history,r,11197136896,141490208,10080905178,90.03,0,0,0,46323044,0.41
16404,item,r,10641408,100000,9792157,92.02,0,0,0,60384,0.57
16407,new_order,r,1267900416,18287143,621762862,49.04,1946750,66189500,5.22,331880164,26.18
16410,order_line,r,149502803968,1414858582,120905027150,80.87,70726279,6078781926,4.07,9545253776,6.38
16413,orders,r,9074139136,141491103,7320963070,80.68,687020,34386458,0.38,207345352,2.29
16416,stock,r,74527555584,200000000,66181569810,88.8,7790399,2578562176,3.46,3704268636,4.97
16419,warehouse,r,101761024,2000,217570,0.21,0,0,0,97592240,95.9
