oid,relname,relkind,size,size_pretty
16411,customer,r,43396046848,40 GB
16458,customer_i1,i,2271944704,2167 MB
16443,customer_i2,i,4167188480,3974 MB
16416,district,r,119742464,114 MB
16447,district_i1,i,13975552,13 MB
16419,history,r,9685221376,9237 MB
16422,item,r,10665984,10 MB
16444,item_i1,i,2260992,2208 kB
16425,new_order,r,1134116864,1082 MB
16446,new_order_i1,i,1017798656,971 MB
16428,order_line,r,136377081856,127 GB
16442,order_line_i1,i,51723460608,48 GB
16431,orders,r,8080162816,7706 MB
16441,orders_i1,i,4838342656,4614 MB
16456,orders_i2,i,4964073472,4734 MB
16434,stock,r,82900942848,77 GB
16445,stock_i1,i,5457797120,5205 MB
16437,warehouse,r,15122432,14 MB
16440,warehouse_i1,i,1466368,1432 kB
